"","club","value_eur","Year"
"4681","Strømsgodset IF",600000,"FIFA 16"
"4682","Charlton Athletic",650000,"FIFA 16"
"4683","Lechia Gdańsk",550000,"FIFA 16"
"4684","FC Ufa",625000,"FIFA 16"
"4685","Pohang Steelers",650000,"FIFA 16"
"4686","Jeonbuk Hyundai Motors",625000,"FIFA 16"
"4687","KV Mechelen",650000,"FIFA 16"
"4688","Motherwell",725000,"FIFA 16"
"4689","Puebla FC",350000,"FIFA 16"
"4690","Moreirense FC",825000,"FIFA 16"
"4691","SV Sandhausen",270000,"FIFA 16"
"4692","SV Ried",625000,"FIFA 16"
"4693","Club Tijuana",350000,"FIFA 16"
"4694","Bolton Wanderers",775000,"FIFA 16"
"4695","Monarcas Morelia",500000,"FIFA 16"
"4696","Cruz Azul",550000,"FIFA 16"
"4697","Monarcas Morelia",700000,"FIFA 16"
"4698","FC Groningen",625000,"FIFA 16"
"4699","SV Zulte-Waregem",625000,"FIFA 16"
"4700","Club Atlético Huracán",750000,"FIFA 16"
"4701","FC St. Pauli",650000,"FIFA 16"
"4702","Molde FK",625000,"FIFA 16"
"4703","FC København",775000,"FIFA 16"
"4704","Wolverhampton Wanderers",825000,"FIFA 16"
"4705","Hannover 96",725000,"FIFA 16"
"4706","Nottingham Forest",625000,"FIFA 16"
"4707","FC Luzern",825000,"FIFA 16"
"4708","Helsingborgs IF",550000,"FIFA 16"
"4709","SD Huesca",550000,"FIFA 16"
"4710","Krylya Sovetov Samara",700000,"FIFA 16"
"4711","Gençlerbirliği SK",500000,"FIFA 16"
"4712","Jaguares de Chiapas",700000,"FIFA 16"
"4713","Belgrano de Córdoba",750000,"FIFA 16"
"4714","Ipswich Town",625000,"FIFA 16"
"4715","Willem II",600000,"FIFA 16"
"4716","Medipol Başakşehir FK",650000,"FIFA 16"
"4717","Ross County FC",625000,"FIFA 16"
"4718","União da Madeira",575000,"FIFA 16"
"4719","Sheffield United",850000,"FIFA 16"
"4720","Brentford",650000,"FIFA 16"
"4721","ADO Den Haag",650000,"FIFA 16"
"4722","FC Dallas",650000,"FIFA 16"
"4723","Columbus Crew SC",550000,"FIFA 16"
"4724","Rosario Central",700000,"FIFA 16"
"4725","Ulsan Hyundai FC",850000,"FIFA 16"
"4726","Suwon Samsung Bluewings",600000,"FIFA 16"
"4727","Rionegro Águilas",130000,"FIFA 16"
"4728","Tromsø IL",825000,"FIFA 16"
"4729","Malmö FF",500000,"FIFA 16"
"4730","Monterrey",700000,"FIFA 16"
"4731","Alianza Petrolera",575000,"FIFA 16"
"4732","Al Ittihad",90000,"FIFA 16"
"4733","Al Hilal",270000,"FIFA 16"
"4734","Angers SCO",900000,"FIFA 16"
"4735","Chesterfield",850000,"FIFA 16"
"4736","Hull City",625000,"FIFA 16"
"4737","Waasland-Beveren",650000,"FIFA 16"
"4738","Birmingham City",700000,"FIFA 16"
"4739","Fulham",825000,"FIFA 16"
"4740","Latina",625000,"FIFA 16"
"4741","Millwall",500000,"FIFA 16"
"4742","Adelaide United",800000,"FIFA 16"
"4743","Quilmes Atlético Club",700000,"FIFA 16"
"4744","CD Mirandés",775000,"FIFA 16"
"4745","Antalyaspor",725000,"FIFA 16"
"4746","Querétaro",700000,"FIFA 16"
"4747","Aalborg BK",850000,"FIFA 16"
"4748","CA Osasuna",600000,"FIFA 16"
"4749","1. FC Union Berlin",650000,"FIFA 16"
"4750","St. Johnstone FC",825000,"FIFA 16"
"4751","Aarhus GF",675000,"FIFA 16"
"4752","Rosenborg BK",850000,"FIFA 16"
"4753","Dorados de Sinaloa",875000,"FIFA 16"
"4754","Blackburn Rovers",700000,"FIFA 16"
"4755","Krylya Sovetov Samara",875000,"FIFA 16"
"4756","CD Numancia",775000,"FIFA 16"
"4757","Ipswich Town",900000,"FIFA 16"
"4758","Brentford",675000,"FIFA 16"
"4759","Sheffield Wednesday",700000,"FIFA 16"
"4760","Le Havre AC",825000,"FIFA 16"
"4761","US Salernitana 1919",650000,"FIFA 16"
"4762","Preston North End",700000,"FIFA 16"
"4763","MSV Duisburg",150000,"FIFA 16"
"4764","Dundee FC",875000,"FIFA 16"
"4765","Dorados de Sinaloa",130000,"FIFA 16"
"4766","Chamois Niortais Football Club",625000,"FIFA 16"
"4767","Houston Dynamo",625000,"FIFA 16"
"4768","Terek Grozny",550000,"FIFA 16"
"4769","Jeonbuk Hyundai Motors",800000,"FIFA 16"
"4770","Suwon Samsung Bluewings",825000,"FIFA 16"
"4771","União da Madeira",625000,"FIFA 16"
"4772","Atlético Huila",500000,"FIFA 16"
"4773","Piast Gliwice",825000,"FIFA 16"
"4774","Swansea City",900000,"FIFA 16"
"4775","Club Atlas",675000,"FIFA 16"
"4776","Dorados de Sinaloa",650000,"FIFA 16"
"4777","Portsmouth",725000,"FIFA 16"
"4778","Deportivo Toluca",650000,"FIFA 16"
"4779","Frosinone",850000,"FIFA 16"
"4780","SønderjyskE",750000,"FIFA 16"
"4781","ADO Den Haag",675000,"FIFA 16"
"4782","Karlsruher SC",600000,"FIFA 16"
"4783","FC Luzern",600000,"FIFA 16"
"4784","Legia Warszawa",625000,"FIFA 16"
"4785","Sivasspor",625000,"FIFA 16"
"4786","Atiker Konyaspor",850000,"FIFA 16"
"4787","Novara",650000,"FIFA 16"
"4788","Atiker Konyaspor",750000,"FIFA 16"
"4789","Leyton Orient",850000,"FIFA 16"
"4790","Latina",825000,"FIFA 16"
"4791","Club Tijuana",650000,"FIFA 16"
"4792","Celtic",800000,"FIFA 16"
"4793","Bologna",900000,"FIFA 16"
"4794","CD Huachipato",875000,"FIFA 16"
"4795","Brighton & Hove Albion",850000,"FIFA 16"
"4796","Osmanlıspor",650000,"FIFA 16"
"4797","Orlando City SC",700000,"FIFA 16"
"4798","FC Ingolstadt 04",650000,"FIFA 16"
"4799","Al Shabab",625000,"FIFA 16"
"4800","FC Sochaux-Montbéliard",700000,"FIFA 16"
"4801","1. FC Nürnberg",750000,"FIFA 16"
"4802","Évian Thonon Gaillard FC",270000,"FIFA 16"
"4803","Aberdeen",700000,"FIFA 16"
"4804","Independiente Medellín",650000,"FIFA 16"
"4805","AS Nancy Lorraine",725000,"FIFA 16"
"4806","FC St. Pauli",675000,"FIFA 16"
"4807","FC Sochaux-Montbéliard",650000,"FIFA 16"
"4808","ESTAC Troyes",850000,"FIFA 16"
"4809","Chesterfield",800000,"FIFA 16"
"4810","Bolton Wanderers",725000,"FIFA 16"
"4811","San Martín de San Juan",375000,"FIFA 16"
"4812","US Salernitana 1919",675000,"FIFA 16"
"4813","Pohang Steelers",500000,"FIFA 16"
"4814","UE Llagostera",675000,"FIFA 16"
"4815","Dorados de Sinaloa",625000,"FIFA 16"
"4816","Cardiff City",625000,"FIFA 16"
"4817","Guadalajara",675000,"FIFA 16"
"4818","Oud-Heverlee Leuven",500000,"FIFA 16"
"4819","Bolton Wanderers",625000,"FIFA 16"
"4820","Eskişehirspor",625000,"FIFA 16"
"4821","SV Sandhausen",875000,"FIFA 16"
"4822","KV Kortrijk",700000,"FIFA 16"
"4823","Virtus Entella",900000,"FIFA 16"
"4824","Melbourne City FC",900000,"FIFA 16"
"4825","Toulouse Football Club",775000,"FIFA 16"
"4826","Club América",800000,"FIFA 16"
"4827","Club América",850000,"FIFA 16"
"4828","SV Sandhausen",825000,"FIFA 16"
"4829","FC Ingolstadt 04",825000,"FIFA 16"
"4830","Évian Thonon Gaillard FC",650000,"FIFA 16"
"4831","Lechia Gdańsk",875000,"FIFA 16"
"4832","Clube Sport Marítimo",850000,"FIFA 16"
"4833","Chamois Niortais Football Club",700000,"FIFA 16"
"4834","Hobro IK",725000,"FIFA 16"
"4835","FC Metz",825000,"FIFA 16"
"4836","Al Nassr",750000,"FIFA 16"
"4837","Rionegro Águilas",675000,"FIFA 16"
"4838","PFC CSKA Moscow",725000,"FIFA 16"
"4839","Albacete BP",675000,"FIFA 16"
"4840","Viking FK",800000,"FIFA 16"
"4841","Red Star FC",825000,"FIFA 16"
"4842","Stade de Reims",825000,"FIFA 16"
"4843","Columbus Crew SC",875000,"FIFA 16"
"4844","Krylya Sovetov Samara",625000,"FIFA 16"
"4845","Fulham",650000,"FIFA 16"
"4846","SV Sandhausen",675000,"FIFA 16"
"4847","Novara",925000,"FIFA 16"
"4848","CD Mirandés",625000,"FIFA 16"
"4849","Cúcuta Deportivo",625000,"FIFA 16"
"4850","Tiburones Rojos de Veracruz",700000,"FIFA 16"
"4851","KAA Gent",375000,"FIFA 16"
"4852","Sporting Lokeren",825000,"FIFA 16"
"4853","Legia Warszawa",825000,"FIFA 16"
"4854","Lillestrøm SK",675000,"FIFA 16"
"4855","CD Leganés",625000,"FIFA 16"
"4856","KV Mechelen",875000,"FIFA 16"
"4857","Orlando Pirates",625000,"FIFA 16"
"4858","Orlando Pirates",825000,"FIFA 16"
"4859","Bolton Wanderers",700000,"FIFA 16"
"4860","Clube Sport Marítimo",825000,"FIFA 16"
"4861","Belgrano de Córdoba",650000,"FIFA 16"
"4862","Deportivo Pasto",625000,"FIFA 16"
"4863","Independiente Medellín",675000,"FIFA 16"
"4864","Deportivo Pasto",575000,"FIFA 16"
"4865","Cúcuta Deportivo",150000,"FIFA 16"
"4866","Unión La Calera",625000,"FIFA 16"
"4867","CD O'Higgins",775000,"FIFA 16"
"4868","Junior FC",625000,"FIFA 16"
"4869","Junior FC",750000,"FIFA 16"
"4870","Alianza Petrolera",725000,"FIFA 16"
"4871","Junior FC",650000,"FIFA 16"
"4872","Rionegro Águilas",625000,"FIFA 16"
"4873","Cúcuta Deportivo",550000,"FIFA 16"
"4874","Rionegro Águilas",650000,"FIFA 16"
"4875","Rionegro Águilas",875000,"FIFA 16"
"4876","Atlético Nacional",550000,"FIFA 16"
"4877","CD Antofagasta",525000,"FIFA 16"
"4878","Universidad de Chile",550000,"FIFA 16"
"4879","Os Belenenses",375000,"FIFA 16"
"4880","Universidad Católica",700000,"FIFA 16"
"4881","CD Cobresal",825000,"FIFA 16"
"4882","CD O'Higgins",900000,"FIFA 16"
"4883","Deportes Iquique",450000,"FIFA 16"
"4884","Atlético de Rafaela",500000,"FIFA 16"
"4885","Club Atlético Tigre",600000,"FIFA 16"
"4886","Estudiantes de La Plata",675000,"FIFA 16"
"4887","U.N.A.M.",625000,"FIFA 16"
"4888","FC Metz",700000,"FIFA 16"
"4889","CD Universidad de Concepción",650000,"FIFA 16"
"4890","Club Olimpo",625000,"FIFA 16"
"4891","Boavista FC",625000,"FIFA 16"
"4892","SD Huesca",825000,"FIFA 16"
"4893","CD Huachipato",825000,"FIFA 16"
"4894","Boyacá Chicó FC",675000,"FIFA 16"
"4895","Unión Española",875000,"FIFA 16"
"4896","Patriotas Boyacá FC",850000,"FIFA 16"
"4897","Hobro IK",500000,"FIFA 16"
"4898","Kaizer Chiefs",850000,"FIFA 16"
"4899","Club Atlético Huracán",725000,"FIFA 16"
"4900","União da Madeira",525000,"FIFA 16"
"4901","Manchester City",1400000,"FIFA 16"
"4902","Ajax",1400000,"FIFA 16"
"4903","Latina",1400000,"FIFA 16"
"4904","AS Nancy Lorraine",1500000,"FIFA 16"
"4905","AS Monaco",1500000,"FIFA 16"
"4906","Sevilla FC",1500000,"FIFA 16"
"4907","Liverpool",1200000,"FIFA 16"
"4908","Southampton",1300000,"FIFA 16"
"4909","Borussia Dortmund",1300000,"FIFA 16"
"4910","CD Tondela",1300000,"FIFA 16"
"4911","Bilbao Athletic",1300000,"FIFA 16"
"4912","PEC Zwolle",1300000,"FIFA 16"
"4913","Real Madrid",1200000,"FIFA 16"
"4914","CD Huachipato",1000000,"FIFA 16"
"4915","Newell's Old Boys",1100000,"FIFA 16"
"4916","Club Brugge KV",1000000,"FIFA 16"
"4917","Medipol Başakşehir FK",950000,"FIFA 16"
"4918","1. FC Köln",1300000,"FIFA 16"
"4919","Wigan Athletic",1100000,"FIFA 16"
"4920","AS Nancy Lorraine",1200000,"FIFA 16"
"4921","Colo-Colo",1100000,"FIFA 16"
"4922","Deportivo Pasto",1100000,"FIFA 16"
"4923","Ajax",1100000,"FIFA 16"
"4924","Valenciennes FC",900000,"FIFA 16"
"4925","Cagliari",1000000,"FIFA 16"
"4926","Gimnàstic de Tarragona",1000000,"FIFA 16"
"4927","Racing Club de Lens",1200000,"FIFA 16"
"4928","Racing Club de Lens",925000,"FIFA 16"
"4929","LOSC Lille",1100000,"FIFA 16"
"4930","Vélez Sarsfield",1000000,"FIFA 16"
"4931","Sevilla FC",1000000,"FIFA 16"
"4932","Cesena",1200000,"FIFA 16"
"4933","Santiago Wanderers",1000000,"FIFA 16"
"4934","Spezia",1000000,"FIFA 16"
"4935","Club Atlético Lanús",1000000,"FIFA 16"
"4936","FC Nantes",1200000,"FIFA 16"
"4937","Stade Lavallois Mayenne FC",1200000,"FIFA 16"
"4938","Montpellier HSC",1000000,"FIFA 16"
"4939","Olympiacos CFP",1000000,"FIFA 16"
"4940","Uniautónoma FC",1000000,"FIFA 16"
"4941","LOSC Lille",900000,"FIFA 16"
"4942","Cortuluá",1100000,"FIFA 16"
"4943","Osmanlıspor",1200000,"FIFA 16"
"4944","Hamburger SV",1100000,"FIFA 16"
"4945","Brighton & Hove Albion",975000,"FIFA 16"
"4946","Strømsgodset IF",975000,"FIFA 16"
"4947","Bristol City",975000,"FIFA 16"
"4948","Odds BK",975000,"FIFA 16"
"4949","Randers FC",1100000,"FIFA 16"
"4950","VfL Bochum 1848",1100000,"FIFA 16"
"4951","Bolton Wanderers",975000,"FIFA 16"
"4952","Liverpool",1100000,"FIFA 16"
"4953","Livorno",1100000,"FIFA 16"
"4954","Cagliari",975000,"FIFA 16"
"4955","Kalmar FF",1100000,"FIFA 16"
"4956","SC Braga",975000,"FIFA 16"
"4957","Junior FC",975000,"FIFA 16"
"4958","Jaguares de Córdoba",1100000,"FIFA 16"
"4959","IFK Göteborg",1000000,"FIFA 16"
"4960","Moreirense FC",1000000,"FIFA 16"
"4961","Galatasaray SK",1100000,"FIFA 16"
"4962","Villarreal CF",1000000,"FIFA 16"
"4963","Gimnàstic de Tarragona",975000,"FIFA 16"
"4964","New York City FC",1100000,"FIFA 16"
"4965","FC Twente",1100000,"FIFA 16"
"4966","Cracovia",925000,"FIFA 16"
"4967","Boca Juniors",925000,"FIFA 16"
"4968","FC Anzhi Makhachkala",1100000,"FIFA 16"
"4969","West Ham United",925000,"FIFA 16"
"4970","SC Freiburg",925000,"FIFA 16"
"4971","Perugia",1100000,"FIFA 16"
"4972","FC Metz",925000,"FIFA 16"
"4973","FC Thun",1100000,"FIFA 16"
"4974","Helsingborgs IF",925000,"FIFA 16"
"4975","1. FC Kaiserslautern",925000,"FIFA 16"
"4976","U.N.A.M.",925000,"FIFA 16"
"4977","Al Ittihad",925000,"FIFA 16"
"4978","Granada CF",925000,"FIFA 16"
"4979","Arsenal de Sarandí",1100000,"FIFA 16"
"4980","CD Universidad de Concepción",925000,"FIFA 16"
"4981","San Luis de Quillota",925000,"FIFA 16"
"4982","Bologna",1100000,"FIFA 16"
"4983","Millonarios FC",925000,"FIFA 16"
"4984","Vélez Sarsfield",925000,"FIFA 16"
"4985","Palermo",925000,"FIFA 16"
"4986","Brentford",925000,"FIFA 16"
"4987","AZ Alkmaar",800000,"FIFA 16"
"4988","Terek Grozny",1100000,"FIFA 16"
"4989","SC Heerenveen",950000,"FIFA 16"
"4990","Malmö FF",1100000,"FIFA 16"
"4991","Gimnàstic de Tarragona",1100000,"FIFA 16"
"4992","Çaykur Rizespor",875000,"FIFA 16"
"4993","Middlesbrough",1000000,"FIFA 16"
"4994","Stade Rennais FC",875000,"FIFA 16"
"4995","Bristol Rovers",875000,"FIFA 16"
"4996","Preston North End",875000,"FIFA 16"
"4997","Fortuna Düsseldorf",875000,"FIFA 16"
"4998","SK Rapid Wien",1000000,"FIFA 16"
"4999","Celtic",1000000,"FIFA 16"
"5000","PEC Zwolle",875000,"FIFA 16"
"5001","Brøndby IF",875000,"FIFA 16"
"5002","SC Braga",875000,"FIFA 16"
"5003","1. FC Heidenheim 1846",1000000,"FIFA 16"
"5004","Alianza Petrolera",875000,"FIFA 16"
"5005","Deportivo San Marcos de Arica",875000,"FIFA 16"
"5006","FC Red Bull Salzburg",875000,"FIFA 16"
"5007","Gimnasia y Esgrima La Plata",1000000,"FIFA 16"
"5008","Club Tijuana",875000,"FIFA 16"
"5009","CD O'Higgins",875000,"FIFA 16"
"5010","FC Lorient",1000000,"FIFA 16"
"5011","Montreal Impact",875000,"FIFA 16"
"5012","Perugia",1000000,"FIFA 16"
"5013","Fiorentina",1000000,"FIFA 16"
"5014","FC Groningen",875000,"FIFA 16"
"5015","Valencia CF",875000,"FIFA 16"
"5016","Jeju United FC",1000000,"FIFA 16"
"5017","Vitesse",875000,"FIFA 16"
"5018","AJ Auxerre",875000,"FIFA 16"
"5019","Heracles Almelo",875000,"FIFA 16"
"5020","Palermo",975000,"FIFA 16"
"5021","U.N.A.M.",825000,"FIFA 16"
"5022","UE Llagostera",950000,"FIFA 16"
"5023","Walsall",1000000,"FIFA 16"
"5024","Kayserispor",975000,"FIFA 16"
"5025","Luton Town",850000,"FIFA 16"
"5026","Rotherham United",1000000,"FIFA 16"
"5027","Brentford",850000,"FIFA 16"
"5028","Tromsø IL",1000000,"FIFA 16"
"5029","Kuban Krasnodar",975000,"FIFA 16"
"5030","Melbourne City FC",1000000,"FIFA 16"
"5031","Rotherham United",850000,"FIFA 16"
"5032","SpVgg Greuther Fürth",1000000,"FIFA 16"
"5033","Empoli",850000,"FIFA 16"
"5034","Stabæk Fotball",850000,"FIFA 16"
"5035","RB Leipzig",850000,"FIFA 16"
"5036","Barnsley",850000,"FIFA 16"
"5037","Fulham",975000,"FIFA 16"
"5038","Perugia",975000,"FIFA 16"
"5039","Milton Keynes Dons",975000,"FIFA 16"
"5040","Red Star FC",975000,"FIFA 16"
"5041","Bari",850000,"FIFA 16"
"5042","Os Belenenses",850000,"FIFA 16"
"5043","Godoy Cruz",1000000,"FIFA 16"
"5044","Lechia Gdańsk",850000,"FIFA 16"
"5045","MSV Duisburg",850000,"FIFA 16"
"5046","Panathinaikos FC",850000,"FIFA 16"
"5047","Tours FC",1000000,"FIFA 16"
"5048","Nottingham Forest",850000,"FIFA 16"
"5049","Defensa y Justicia",850000,"FIFA 16"
"5050","Os Belenenses",1000000,"FIFA 16"
"5051","Albacete BP",1000000,"FIFA 16"
"5052","La Equidad",850000,"FIFA 16"
"5053","Pogoń Szczecin",850000,"FIFA 16"
"5054","Al Ittihad",725000,"FIFA 16"
"5055","San Lorenzo de Almagro",850000,"FIFA 16"
"5056","Kayserispor",850000,"FIFA 16"
"5057","Club Olimpo",1000000,"FIFA 16"
"5058","AD Alcorcón",850000,"FIFA 16"
"5059","Crotone",1000000,"FIFA 16"
"5060","Independiente Medellín",850000,"FIFA 16"
"5061","Sporting de Charleroi",850000,"FIFA 16"
"5062","Associação Académica de Coimbra",850000,"FIFA 16"
"5063","Eskişehirspor",975000,"FIFA 16"
"5064","Montpellier HSC",900000,"FIFA 16"
"5065","Excelsior",1000000,"FIFA 16"
"5066","SD Ponferradina",825000,"FIFA 16"
"5067","Molde FK",975000,"FIFA 16"
"5068","MSV Duisburg",800000,"FIFA 16"
"5069","Gimnàstic de Tarragona",925000,"FIFA 16"
"5070","Club Atlas",950000,"FIFA 16"
"5071","US Salernitana 1919",800000,"FIFA 16"
"5072","Norwich City",825000,"FIFA 16"
"5073","Sporting Kansas City",800000,"FIFA 16"
"5074","FC Ufa",975000,"FIFA 16"
"5075","Brentford",825000,"FIFA 16"
"5076","Najran SC",825000,"FIFA 16"
"5077","Randers FC",1000000,"FIFA 16"
"5078","ESTAC Troyes",800000,"FIFA 16"
"5079","Portsmouth",950000,"FIFA 16"
"5080","Lokomotiv Moscow",975000,"FIFA 16"
"5081","Barnsley",950000,"FIFA 16"
"5082","FC Utrecht",975000,"FIFA 16"
"5083","Terek Grozny",950000,"FIFA 16"
"5084","Brøndby IF",975000,"FIFA 16"
"5085","FK Austria Wien",950000,"FIFA 16"
"5086","FC Midtjylland",950000,"FIFA 16"
"5087","TSV 1860 München",825000,"FIFA 16"
"5088","VfL Bochum 1848",825000,"FIFA 16"
"5089","Eskişehirspor",950000,"FIFA 16"
"5090","Kaizer Chiefs",975000,"FIFA 16"
"5091","Gillingham",825000,"FIFA 16"
"5092","SpVgg Greuther Fürth",950000,"FIFA 16"
"5093","SS Virtus Lanciano",825000,"FIFA 16"
"5094","Jagiellonia Białystok",825000,"FIFA 16"
"5095","CD Mirandés",950000,"FIFA 16"
"5096","Vicenza",825000,"FIFA 16"
"5097","CD Nacional",950000,"FIFA 16"
"5098","SC Freiburg",825000,"FIFA 16"
"5099","Al Nassr",825000,"FIFA 16"
"5100","Real Zaragoza",825000,"FIFA 16"
"5101","Eintracht Braunschweig",950000,"FIFA 16"
"5102","SpVgg Greuther Fürth",825000,"FIFA 16"
"5103","Palermo",825000,"FIFA 16"
"5104","Ternana",825000,"FIFA 16"
"5105","SV Werder Bremen",800000,"FIFA 16"
"5106","New England Revolution",825000,"FIFA 16"
"5107","Vålerenga Fotball",1000000,"FIFA 16"
"5108","LOSC Lille",1000000,"FIFA 16"
"5109","Universidad Católica",825000,"FIFA 16"
"5110","Estudiantes de La Plata",950000,"FIFA 16"
"5111","1. FC Kaiserslautern",825000,"FIFA 16"
"5112","IF Elfsborg",825000,"FIFA 16"
"5113","Heracles Almelo",1000000,"FIFA 16"
"5114","Antalyaspor",825000,"FIFA 16"
"5115","Amkar Perm",925000,"FIFA 16"
"5116","Vålerenga Fotball",775000,"FIFA 16"
"5117","Odense Boldklub",950000,"FIFA 16"
"5118","Huddersfield Town",900000,"FIFA 16"
"5119","Rosenborg BK",800000,"FIFA 16"
"5120","Coventry City",925000,"FIFA 16"
"5121","Leeds United",775000,"FIFA 16"
"5122","Livorno",775000,"FIFA 16"
"5123","Trapani",900000,"FIFA 16"
"5124","Barnsley",925000,"FIFA 16"
"5125","CD Lugo",925000,"FIFA 16"
"5126","Al Hilal",900000,"FIFA 16"
"5127","Jeonnam Dragons",775000,"FIFA 16"
"5128","VfL Bochum 1848",975000,"FIFA 16"
"5129","Latina",750000,"FIFA 16"
"5130","Novara",900000,"FIFA 16"
"5131","Real Oviedo",775000,"FIFA 16"
"5132","RCD Mallorca",925000,"FIFA 16"
"5133","PEC Zwolle",800000,"FIFA 16"
"5134","Albacete BP",925000,"FIFA 16"
"5135","Dijon FCO",925000,"FIFA 16"
"5136","SønderjyskE",775000,"FIFA 16"
"5137","Évian Thonon Gaillard FC",800000,"FIFA 16"
"5138","Brescia",775000,"FIFA 16"
"5139","SD Ponferradina",750000,"FIFA 16"
"5140","ESTAC Troyes",900000,"FIFA 16"
"5141","Racing Club de Lens",775000,"FIFA 16"
"5142","GFC Ajaccio",925000,"FIFA 16"
"5143","Elche CF",800000,"FIFA 16"
"5144","FC Twente",950000,"FIFA 16"
"5145","SD Ponferradina",775000,"FIFA 16"
"5146","DSC Arminia Bielefeld",925000,"FIFA 16"
"5147","Excelsior",950000,"FIFA 16"
"5148","Vicenza",925000,"FIFA 16"
"5149","SV Ried",775000,"FIFA 16"
"5150","SV Sandhausen",800000,"FIFA 16"
"5151","Willem II",950000,"FIFA 16"
"5152","SK Rapid Wien",800000,"FIFA 16"
"5153","SV Darmstadt 98",800000,"FIFA 16"
"5154","SC Heerenveen",800000,"FIFA 16"
"5155","Stade Lavallois Mayenne FC",975000,"FIFA 16"
"5156","FSV Frankfurt",775000,"FIFA 16"
"5157","New England Revolution",925000,"FIFA 16"
"5158","DC United",925000,"FIFA 16"
"5159","Cúcuta Deportivo",975000,"FIFA 16"
"5160","FC St. Pauli",775000,"FIFA 16"
"5161","Club Atlas",925000,"FIFA 16"
"5162","Al Hilal",925000,"FIFA 16"
"5163","FC Barcelona",800000,"FIFA 16"
"5164","Le Havre AC",800000,"FIFA 16"
"5165","Colorado Rapids",775000,"FIFA 16"
"5166","Toronto FC",925000,"FIFA 16"
"5167","Deportes Tolima",775000,"FIFA 16"
"5168","Boyacá Chicó FC",800000,"FIFA 16"
"5169","Universidad de Chile",775000,"FIFA 16"
"5170","Deportivo Toluca",950000,"FIFA 16"
"5171","Club Atlético Banfield",750000,"FIFA 16"
"5172","Waasland-Beveren",800000,"FIFA 16"
"5173","Atlético Huila",975000,"FIFA 16"
"5174","Vicenza",950000,"FIFA 16"
"5175","FC Dallas",975000,"FIFA 16"
"5176","Eskişehirspor",775000,"FIFA 16"
"5177","Clube Sport Marítimo",950000,"FIFA 16"
"5178","Real Zaragoza",925000,"FIFA 16"
"5179","FC Midtjylland",750000,"FIFA 16"
"5180","Colorado Rapids",900000,"FIFA 16"
"5181","FC Basel 1893",850000,"FIFA 16"
"5182","Nîmes Olympique",750000,"FIFA 16"
"5183","Ternana",850000,"FIFA 16"
"5184","Amkar Perm",900000,"FIFA 16"
"5185","Rotherham United",750000,"FIFA 16"
"5186","Bristol City",925000,"FIFA 16"
"5187","Ipswich Town",875000,"FIFA 16"
"5188","Bari",750000,"FIFA 16"
"5189","Angers SCO",725000,"FIFA 16"
"5190","Hellas Verona",725000,"FIFA 16"
"5191","BK Häcken",775000,"FIFA 16"
"5192","SV Ried",750000,"FIFA 16"
"5193","Bristol City",900000,"FIFA 16"
"5194","Esbjerg fB",750000,"FIFA 16"
"5195","FC Utrecht",875000,"FIFA 16"
"5196","RCD Mallorca",725000,"FIFA 16"
"5197","Örebro SK",875000,"FIFA 16"
"5198","Aberdeen",775000,"FIFA 16"
"5199","BK Häcken",900000,"FIFA 16"
"5200","Wigan Athletic",900000,"FIFA 16"
"5201","Vitória de Setúbal",750000,"FIFA 16"
"5202","Aarhus GF",900000,"FIFA 16"
"5203","FC Anzhi Makhachkala",750000,"FIFA 16"
"5204","Sporting de Charleroi",775000,"FIFA 16"
"5205","Cruz Azul",925000,"FIFA 16"
"5206","FC Dallas",775000,"FIFA 16"
"5207","Defensa y Justicia",750000,"FIFA 16"
"5208","Toronto FC",750000,"FIFA 16"
"5209","Sporting Kansas City",725000,"FIFA 16"
"5210","KAA Gent",775000,"FIFA 16"
"5211","Mordovia Saransk",875000,"FIFA 16"
"5212","FC Seoul",750000,"FIFA 16"
"5213","Stade Malherbe Caen",775000,"FIFA 16"
"5214","Frosinone",875000,"FIFA 16"
"5215","Excelsior",900000,"FIFA 16"
"5216","Kaizer Chiefs",775000,"FIFA 16"
"5217","Independiente Medellín",750000,"FIFA 16"
"5218","AD Alcorcón",750000,"FIFA 16"
"5219","IF Elfsborg",900000,"FIFA 16"
"5220","Os Belenenses",750000,"FIFA 16"
"5221","Querétaro",750000,"FIFA 16"
"5222","Audax Italiano",925000,"FIFA 16"
"5223","San Luis de Quillota",750000,"FIFA 16"
